#mip results PROTO15
#layer chip channel mpv empv widthmpv chi2ndf nentries
0 5 7 75.2737 1.53004 13.2536 0 1339
0 5 8 79.793 1.84766 21.4226 0 1286
0 5 9 87.3232 1.90993 19.5967 0 1183
0 5 10 85.1642 1.95504 19.9013 0 1188
0 5 11 82.2409 1.914 20.6661 0 1310
0 5 12 81.4843 1.96815 21.6013 0 1172
0 5 13 85.8172 1.89469 20.5816 0 1250
0 5 14 82.8333 2.07263 17.6964 0 1165
0 5 15 75.9045 1.46786 13.9228 0 1425
0 5 16 86.4619 1.79796 19.1236 0 1303
0 5 17 77.4057 1.98476 22.387 0 1308
0 5 18 89.1799 1.89959 20.3903 0 1219
0 5 19 83.5739 1.50102 18.2666 0 1288
0 5 20 79.3146 2.52872 28.3444 0 1333
0 5 21 79.7072 2.29589 22.5381 0 1357
0 5 22 86.5074 1.86632 18.6475 0 1159
0 5 23 89.7263 5.97011 38.5681 0 1225
0 5 24 82.7647 1.67095 18.1199 0 1169
0 5 25 87.3498 1.85456 20.0109 0 1266
0 5 26 76.8438 1.74992 20.1354 0 1280
0 5 27 78.2755 4.16061 37.1529 0 1406
0 5 28 76.4848 1.8617 18.6668 0 1328
0 5 29 77.0908 1.67431 21.0921 0 1446
0 5 30 82.3411 2.24233 21.4333 0 1255
0 5 31 74.8392 1.86002 21.4851 0 1329
0 5 32 86.2383 1.44238 12.2586 0 1241
0 5 33 80.3246 1.97995 20.3203 0 1319
0 5 34 87.506 2.04562 20.9449 0 1202
0 5 35 77.8421 1.38772 17.5042 0 1305
0 5 36 76.8251 2.06072 22.107 0 1452
0 5 37 76.8008 1.6593 19.4436 0 1545
0 5 38 73.0473 1.53508 19.6004 0 1465
0 5 39 74.3518 1.55718 18.2582 0 1547
0 5 40 81.1565 2.10948 21.6306 0 1338
0 5 41 86.97 1.79105 19.3769 0 1228
0 5 42 76.3141 1.8624 19.2988 0 1307
0 5 43 74.8476 1.54475 17.3431 0 1508
0 5 44 89.8272 2.20789 22.4429 0 1240
0 5 45 84.6406 1.69459 18.4518 0 1220
0 5 46 82.0454 1.58501 18.8671 0 1172
0 5 47 87.8149 1.7785 19.9763 0 1436
0 5 48 83.9852 2.2444 23.806 0 1324
0 5 49 79.2415 1.85241 19.8379 0 1312
0 5 50 78.7464 1.66264 19.7888 0 1262
0 5 51 67.7207 0.955773 13.2236 0 1164
0 5 52 83.9065 1.72177 18.7821 0 1197
0 5 53 81.3859 1.55372 17.5929 0 1221
0 5 54 81.6064 2.02313 21.2469 0 1262
0 5 55 77.4689 1.3012 15.8474 0 1197
0 5 56 75.6036 1.44696 18.4241 0 1349
0 5 57 79.9488 1.58762 18.9637 0 1297
0 5 58 75.1047 1.80786 18.9213 0 1277
0 5 59 83.0771 2.06739 21.7078 0 1325
0 5 60 71.5823 1.56587 17.6832 0 1408
0 5 61 79.6387 1.58662 18.4931 0 1537
0 5 62 77.7997 1.64269 17.7091 0 1247
0 5 63 77.5492 1.53653 14.8603 0 1285
0 6 0 74.1926 1.97955 23.2547 0 1537
0 6 1 76.678 1.4475 13.9662 0 1421
0 6 2 70.3964 2.03649 25.2058 0 1805
0 6 3 79.4834 2.13123 23.7234 0 1384
0 6 4 72.5328 1.65692 15.0565 0 1271
0 6 5 73.4549 1.80051 20.0926 0 1450
0 6 6 76.1083 1.97104 22.6883 0 1533
0 6 7 80.2429 2.20159 22.8625 0 1420
0 6 8 73.0624 1.85319 20.1596 0 1393
0 6 9 77.809 1.83971 20.9793 0 1425
0 6 10 81.0508 1.84039 21.2009 0 1380
0 6 11 67.7008 1.59756 17.7824 0 1415
0 6 12 68.219 1.56129 14.4492 0 1390
0 6 13 82.5655 1.83268 20.8733 0 1238
